source,title,link,published,Sentiment
Google News,"Stock market today: Dow, S&P 500, Nasdaq futures slip after Wall Street's latest tech sell-off - Yahoo Finance",https://news.google.com/rss/articles/CBMi1wFBVV95cUxQbXlyaHZkRDc5czJvY25NQnRfcWRVc1JQRTdBTEtFWHpsaFJQUWJ0T1FhZW5kVzA1bEhmSGJVcmZIdEUtZ3l2SzNWV3hFbUJMV2VraXVCUnprOTYwNG5hZGhlaEtrY2VQcjBMUVpMLU9CZThKNksxSzFHeUtkaUZleG0tVmtINEQtY2F2MXN5LXVTSXd2aExmUFFMbVdJN2pYQ3pZYzRUTzNkcmV0cFhIb1NDaGQ0WUNhX0t1aXMyZkN3TFNOOW4zR3FUVFE0a2lrVjZCT01wMA?oc=5,2025-11-07 04:26:00,Neutral
Google News,Stock Market Today: Dow Futures Rise; Asian Stocks Fall — Live Updates - The Wall Street Journal,https://news.google.com/rss/articles/CBMijANBVV95cUxNcXBpa0h1ZUpBejYzN05QNzhmYkNSVmpsYkR4WUdUc3ZzYVdzWnd2b200bmFMNHk3UDAwNVoxTmkxdkc0SWg4RElraEhOMjZLZi05OFZaSkxRQ2dXR0lZOTFXWFJOYlNqOXU2YTJYTkVuaE1fRlo1M3lSN3R0Q2FYSGZzaUg4NHN3ZldKVkdUSUQzZzZjZXJKTThabVh1bzVrUVc3SUttc1hnMndmZ2ZBLWJJdFYybk92bEhTUWdYUXVUVEdMbVpxNlVuVnMxRWhzb1JodTZnOTA2MGtMNVk0d3huREZXQTNqVzh0elhDTHFabl9zem1lc3V5WnFOSGExNHQ2RUZWSHlKb0xxOXRscFRKQnQzd0hrSWE0QzNvWU1xLUNUSDVETEFqT1VyMU53R3kxejdjc01iWkVJeEFoRURNOUVFTnhmU3dtYVE2MzVFSi1FdmFPLTVRZWRVbmE5UUprVTZsbmJFa0VnUjNZUU8zZkt6bVF5WkpsUGdKQUNRWWg0LUVGMFZsMFY?oc=5,2025-11-07 08:43:00,Neutral
Google News,"Dow Jones Futures: Stock Market, Palantir Break Key Levels; Tesla Shareholders OK Elon Musk Pay - Investor's Business Daily",https://news.google.com/rss/articles/CBMiygFBVV95cUxQTzZseWxYUkpuRGtwT2xlVDNOckRoTWoxbi1QYk9ZTDdnRlJtR1RxTXBKRjhHOHlJeGF0OXBBZ3QyX1RwQlFvR083c244dXZCYUlzR1EwV00wd1diLW1IdEtKNXRnejhSODdSdEtQT2hORjNFSFNlN1lFNFJ0TTNFT0ZzdHdHSHVnMEV2cnZ0bDAzS3YzbFhFSFFRbFNqNzVHTXZkX3NmaDUzMXBaZXlaUzdkdkNPREMyREY3S05HWF9NUHRyWmo3Y1R3?oc=5,2025-11-07 04:09:00,Positive
Google News,"Stock Market News From Nov. 6, 2025: Dow Falls After New Labor Market Data - Barron's",https://news.google.com/rss/articles/CBMi-wJBVV95cUxPZFZIZlhPVGx6M3NaVlc3S1hUQ3JsVDcxWXdzc2NEeGFxVnZRV2lCUjExTzVVRVY4UThUd1VQRnNkMWlMeGZpa2hyZklPOWY4ZnY2ajVEakpHSWQyWVpPWHpDV3FFSzVXRERVV2JILVFNSFpDckoxTnlPemI1Vjh2Rm5lQUEyYXNMNTBvUmJkLWQ0WHlSWHg0RGFKbHlKS1NERmRpRTVsRjk3YlNqeEYzTUl3a3NDSkpETUpHYzAwLXJmMW04UWR6bTVhdUZOa3FZV2cwcXROY0p3VlVYdWhpbGtYRFJpdkp5MTNvMXhoQmFDb1JPaU9LMG02bGozRW02bW9XdHBoel9vczRaRWloMWdIZUphZEp6Z3V5YlQ4ZjRlQmhwV2ZyNkVQcWJCang0RnA0YjdwQlFVTGJ5UFRpRXNUS2JWY0x0aXZWMVNSUVpKOXh3QktLQVJpUklZb193WWxEemJWY1dKdzlBUy1zOXJWVm9hSXI3NXl3?oc=5,2025-11-06 22:40:00,Neutral
Google News,US markets tumble amid Wall Street concern over job losses and AI - The Guardian,https://news.google.com/rss/articles/CBMixAFBVV95cUxQYzVsd0ZUTVVJcHNlcldJeUJFOTFnRGxnNjlzX0N4b3NzNUlTd3B2WG5ORUdPRzRkNHFSTXdwcGdFaW5RT25jVmotUzlPQVl3ekFZcGRSVnRyTU1rM29PcUw2a2VHRUQ1bkFOdFVKbnFTb2VzbFpUUXhBOHhaLXlZQmotM2hPLXppNXFBMnllZklHY3EtZWUyN2MyUlNYRmFPRndJMzREZElDRmdRSTdJNkZGRjl2SVFVdzhZMkZ4Q3JZTzZI?oc=5,2025-11-06 18:35:00,Negative
Google News,"Risk Is Off Again, Dow Falls 397 Points: Stock Market Today - Kiplinger",https://news.google.com/rss/articles/CBMiogFBVV95cUxPZ0U4TGZyelAteXRKSmJrY015WUc5MXROTEp6eXZCTkRrdnVOZElXMEpWTng5T0RxT1FMR0hTdHVXWjZGZUVLbm5UUnk1NjhQTVR0VkRDeFYzS1V4bllVZVhIdy1EbVJrNFRHSVdnR1l2eUVrVnlvSVdBZzhVVzR4bGJXR2xBQUE0N1RTX0ctMlFEUjNZY2FkeUFSTGdOWV9ZRmc?oc=5,2025-11-06 21:12:52,Negative
Google News,Dow stumbles and tech stocks slide as volatility picks up on Wall Street - CNN,https://news.google.com/rss/articles/CBMiZ0FVX3lxTFBFSVdhM3d6akVDVUQtMVBjQXhndlZWM0l2Mzhic2htR1JfQVZidlpUQ3dnajBHVlZmSmJIZmctZmpyNFpOVURJRnJuekhzV19XY0VVVWp1SGNZTUZzWGpUUjZOb2dMSFE?oc=5,2025-11-06 17:07:49,Neutral
Google News,AI stock wobble points to US market reliance on tech - Reuters,https://news.google.com/rss/articles/CBMioAFBVV95cUxObU9XZjdiSXpGdUZIUVJocjNTRWwwNUUxd3NnYkhYakJDazRMWFBqZ2lRZXVEd2VseXphQi1YaGlETVRoazAwWEZIdE1yX0JyXzJmcEh0N1FYQVN4VHd5WUhHVU5OTEVvNTdzLWRNdkV6R1E1ZXM5M3lwaG9iRklUdXljUDJEbkZaN2Z3UEh3MU9NMjdXemMxbFFWb0JGVi0z?oc=5,2025-11-06 14:23:43,Neutral
Google News,"Stock market today: Dow, S&P 500, Nasdaq futures eye a recovery from tech-led sell-off - Yahoo Finance",https://news.google.com/rss/articles/CBMizgFBVV95cUxPbFl3NHlSc1pTZnB2WW0zZ082a2J4QWNKazBlNGU4X0ZiMmVQRHBITGdHNXZ2dGQ2OFhJcnE1LTIxUkZ2azZ1OWp6RVJLeXgtcXpxenZ6QVFBZzJGSTJIQ2h1eHFSNEdxN18wakR0UXJxM2djNGRhY0EzZFo0RjZLREdkX0F5dkFFd3ZqWFFURmFGSW5lYTZVd2F2ckJ4OWFobmx4TVgzNVhIMFhlUVNxUFI1MzFfN2wyU1hnUkdHdTBHQXdtdDJtTHB5NEpDZw?oc=5,2025-11-07 08:37:44,Neutral
Google News,Stock futures edge higher after key AI stocks dive on valuation fears: Live updates - CNBC,https://news.google.com/rss/articles/CBMid0FVX3lxTE81Vnc2WUU4X1pJOFA1Wm9JTzFLaFV3WmlNV2hRMDdCa3A3NWNRSzlIbU1YTTFnc3NKbFJabTEyaTA5MGxhZWZDRjRuOGRiZlh0SjZqaHdfT0ZrMkNwRXk5SndsdEJqOTE2ZGhCcFBsWkNOaHEyTGRN0gF8QVVfeXFMUERDUEV5ckZzZE4xVXpWMEo4WUxmZXJTX0lRMHhxYkpfWVU1aXZHMU1oVmlqQ2R0cUYwb1gxYjNrdl9BOVFIWXhleEJtazE4UGNkLXhnNVpRUkNLM29SZk83VkNvTWVUNThJdHluM3U1SmprSUdxRldTNkxuaQ?oc=5,2025-11-07 00:02:00,Negative
Google News,"Stock Market Today: Nasdaq Bludgeoned, Robinhood Cuts Key Level As Nuclear Plays Hit (Live Coverage) - Investor's Business Daily",https://news.google.com/rss/articles/CBMirgFBVV95cUxOXzZaSXJ2VVBaaWlveWFaY3hEOHVWYWpJLUhGVXpGRFh6NnZuc3hqWHVYOWpmVVhSb2R0M1dZcm9iN29WT2kycVZHT1M5anc0Y3dBdW1sTFcwd0MxN2F4Y3hxM0JPM1VIbGJGbEtfU09sZExLNkV1QTMwRkZ4b1NJSHJtUkZ1aGVsNmdYVUZFWE9jVkc0cm9YMU0wZlptQzd5SFRrRWlDWjluNkdIQ1E?oc=5,2025-11-06 21:31:00,Negative
Google News,Big Tech drags down S&P 500 amid jitters that stock market is overvalued - MarketWatch,https://news.google.com/rss/articles/CBMiuwNBVV95cUxQeTM1eGF4anR4aGFqX0hadzVybkFOeVNnV2lJbl8yRExpdmhnbkRwcVplVUN3VHB2b1RDdnpMbC1GRjdjbGlYcE5WNTNnUkdBRHBJNXlqUUlUemphY3pKYlcxbE9uU0xTWjdoQjBBY1JfMnJHT0tWWUl0Ylp2eFBIeWN4ZWtTWmVuU3gwS09iYkM4eGk4VlRsYmtIMnUyc3RRUDRBdExoNWJ2UlpSbHBqN0t5bHIwbzNtNDhfNmV4em0yb1BudDl5UDhZQXVuMWkxd1pkeTZSWUlQZXRmWnlKaHAxTjZFMHpSOVhIVkxCalJLaG5jbGhMcldITzB5cl9wWkFTWkxaWDFySjh2alAyMHVVcnhwaWNfaW9EQVNLRlpIVnJta0dZbG9VdC1DVVMyaVJJXzJadENkOU84c0U3MjN4bDlXSnlpZWQ5aXpQek5Kb05VV1dTN1lSYV93MThhbXVFZ0taRTBIOUtGVmswZ1ROdDc1UUI2TTlob3VCc1FCbEl3MUVwVTlDWEE4d1hpVzRCaDdzTGVvOENlQjI3VXVSVEFwWHVzMzRmMG1PYmJEZjFTaF9qSXBHSQ?oc=5,2025-11-06 20:34:00,Negative
Google News,"Stock Market News, Nov. 6, 2025: Dow sheds around 400 points, S&P 500 and Nasdaq fall as investors focus on valuations, layoffs and Tesla pay vote; Qualcomm, Robinhood shares slip - MarketWatch",https://news.google.com/rss/articles/CBMi1ANBVV95cUxQMVNfcEtIdUdvcVh6R1VTZ1k4NzBmRmNReUl1dWk4ZUJWcy1sWHdQdGJZaFM5Q0Zta19BQkpTendKbW5wSzVWWXVjZEJFRDVyMldpTTl6VVFEVF80MGpIV1JMOUpLeU9Gbk54dEliRFZXblhvNF9ab1FyUnBPb0NuVkE1Q3NtME1weWxhOGlFSTZkclhMaWJITHR2ZUh6LTZBejlDZWhJNU4wQ3dMdXpaR3FEWmM0Y3VaWE9DVWZ1cnBnRXd2a3NqY09OT0NsQ2RZaXk3Q2txc2UySnk1aHVpb21MU0s3SUlwcW5KOWdNWFRUaklBTmlmbVg0R1dPZl9UNzFreUpxbjEySDJxMkVjaFJxT0d0QWhEOFRjWUlubVRHOUNES1RpTXBENE5XQURFdkdScE5VWFBTVGl2SDZfQjFnSEdOLTZ3QWM2UmU1dG82MHg5T2gyRm4wLS1vYk1fWnRuNHNRVTg5SGtZT2pVMlR1cEtldmg3aHZhX3pxSzdpNV90YlFpVEs2MXBsSVZZX0p4ZlBlSnlxb0lYcWhvZDJwelZ6Uy1hLWpKdmZ5cmNCajhvT0pPdURhZHBUNFhrSndieldFVVZvVDMzYTF4eksweEg?oc=5,2025-11-06 21:55:00,Positive
Google News,Is the Stock Market Headed to a Crash? Charts Show Correction Ahead. - Barron's,https://news.google.com/rss/articles/CBMihwNBVV95cUxNemlBV0RzcTZEV0hWNFhEcHN6NmJVZXZHbnZTWk1pOC1ObHJ4RmNBSVBwTDhIWnRyNm53R254N2RrRHBmbmJyWlhhR0d6Y2xoNS0zdHdxYThnNXdTMmpvMVRFNk14VU9KU1lMTkNscjFoYWRYOXpvaUhJOHozR1JQYzI2MWs4SEpVUG52cEJTT1ltNkktM0M0OHVzY0NDTi1jLWhTTVdsUmszdDVhVWljZm16QlZmenlrdGhSaFJXV1Z5clVLN3didng1aTNiMHVNT0diWVFQZ1c4QVM1bVV1eE5MbmJHZVZscUxDYTRLSS1GUzNfNk9fRDVRd3E2cHZfM1FqS1FGNUdmN0gzNHhMSEktUThfMy1lTkpLOHMzbE9SRm81a2RWdGpfX3BSTVNuVEN5NFp1TmJKZnJoeV9lYnBNTzdUUC1pMDE1WjA3RUdlbzdVZExjMzUzVU1ic0FDTXFFVjhpdjRXOHZQYmg4V1dCcGlkNFRZbmRKT2lzeHM0VExFYWUw?oc=5,2025-11-06 18:11:36,Negative
Google News,"Stock market today: Dow, S&P 500, Nasdaq waver as layoffs jump, key Tesla vote looms - Yahoo Finance",https://news.google.com/rss/articles/CBMiygFBVV95cUxPSzRyZ1FCYUt3S3NrOTBNaTJzcGNGaG9sNUUxeFR4b3JhajNQUVFQUXowa3VqMFoxNjJtd3lwLUppYXVwdDRqd1g2TWNUbzlGVkh4dXBwRkI5MVdwT1I2NGxwQzlKSkhnWVM1VGNRNlJxLWRqQjFRRlhobkUzWU9ZYU5VVUZiZ1RLRFk2N1hBUXZUdHF1Z3FIV3lJdXpuVjJrSEROeHBKcWdUM3VERDI2ZVB2ODMwVVUtS2d1cm5ldi1BTDJiY3VzdjNB?oc=5,2025-11-06 15:28:05,Negative
Google News,5 Things to Know Before the Stock Market Opens - Investopedia,https://news.google.com/rss/articles/CBMiogFBVV95cUxOdHl6YnZFM2VXM0k0dXpMVDA4dl9KV1A3RGp3dXFNUW1jc0JIQ0k2UE1wNlAyT0dJdE5HcEhKcWRGWkR6YVd6NWRWSmtnanVXck9EYmNKZ1VVdlRkbU9Kenliako4Y1B1SE1GNnJtOXRPWmQycUxvU1U1ellPNmZoUVFZVU4tWHJVUmZPLVZzRzNEQmpPbk1RSlRSMjFZLUJYc1E?oc=5,2025-11-06 12:26:18,Neutral
Google News,"Stock market today: Dow, S&P 500, Nasdaq futures tick higher as tech worries persist, key Tesla vote looms - Yahoo Finance",https://news.google.com/rss/articles/CBMi5wFBVV95cUxNVGg2Sy1VdTR1NlI3U2xGYnZMSkVhQWUtR1pWSXRIbGZIZGpLVWxfTXZMWmh5V2Ywc3lreUZ5cGxPNDMySGVQdkVRUDBjdEFEV252V2x3eHlFRTNoc0tuejBNM05kV2hKdUR2T2lGN3F6N2g1bzBJRVZ0aEJiaENXSGVVeFNRaXU4cU4zbk1sSWk1R0VpOTdlMEc5LUVHcHo0cG5UQlZkQ3E0dVh2akRzOEU1NWRISnN1b0REVzJpOFVia2l5QTdtOGQ0SzlpQTdCUGpjVHUtTzI1UWlLWTBlR3c3ZV9CYms?oc=5,2025-11-06 14:09:40,Negative
Google News,"U.S. stocks close in the red as labor market fear dominate, traders flock to bonds (DJI:) - Seeking Alpha",https://news.google.com/rss/articles/CBMikgFBVV95cUxPMGpZQURXQm5uSzlpTEZkaVdMVU5FNV9GSmM0djFST3o4VDdHOVBwMHNVRjdmWFozNTNhRGp2TTJ1cTNwZW1fell2UmNIbEtLdzkxRnFUMmFhVDhmRFJsS3Q0SGJxQzJJU0wxR1czNG5PUDdFblRLZ3V5cTc1X3dRTkJ0UjZ1LXB0VGxUNUNMMUpjUQ?oc=5,2025-11-06 21:02:00,Negative
Google News,Texas takes on Wall Street with its own exchange - uta.edu,https://news.google.com/rss/articles/CBMinwFBVV95cUxPeFo4MTR0LXFXNVlJc01oczNuNENJc2NLM2tTeDQxTWswcDZJQlIwdHVYTk16MHF6UllTYkJUd1lQMEVjSXp0RWRJd3RUY1VDMDJKMWpyR0F3ZWd2NWpRZ2ZiODFXQnljLWtfR0RrWjFNN3dBZ2hFWHJ5VDFhV2xqVl9YOFVZTXJaUzRaSkJuRksxTDN2cXg3SlYwRWZzTFE?oc=5,2025-11-05 17:52:33,Neutral
Google News,"US stock market today: Nasdaq dropped 1.9%, S&P 500 lost 1.1%, Dow slipped 0.8% — What led to Wall Street - The Economic Times",https://news.google.com/rss/articles/CBMizwJBVV95cUxOdXE3RXQtdkNMaTZKMUFrd1hZRU1Mdjg4X3VnQ3pmUU5qY1k1WTVXT0NzeXdWTndyc1BjN1FjdzJQbW9UQVJxOEdvX1RxVzRBajFXZWx3eTBiYmlyRkEtamF1d3dqSUxhQ3IyWEtUc2xOUlpOVFlvbDhHeDJFNFVvMnlHQTFfQU12RklRandZNjBvMDVIa24xQUtySGVFVXoycUgwZGJsbjFMcWQzS0NRUzA2QkxrT3NjdWNFU0tOUU5KRk5wdEM1Ml9md1NIQThmdTI5cTl1NU15b0JZekhIb2g3UTdMakprMzNacnh6UHRJNU94VUdhQktjWjdMSHg4eFJNVGxSZnNTNTBVQmowN2RlZlRYSFhMVGFaVXJrT09Wd2g0OVh6emRuZmZzSlBaVzZwZm5kR21wRUNRWHk4QmNZMGxVajI2eW9XZjNGTdIB1AJBVV95cUxOQktmMTdERVpiTEhxM1VZa3FTdktXV215SEVmNGhEVDdWczhiTzk0SlNHSU9LMG8xNTJIRjJKRktjZndscGQ1Z2VEaEFoajlmcV92d19kZTV6T2tQOTF0LUx4eDUwdEIyYzBBTXh2dGJJWEx0WkRfcnJPNUVrWlNCdTR2My0zbnJjV0dUQjVCaVc5SktKNVI5WG9aTUlGbFdiMXpQclhGclBoRUVjZUtnRXFucm5NY184ejRObzZQTzlQZjRLNDl5NzJMeVlURWszWXFfd0hIX2d0ZURGeWs1N0NRWXdPRGZkVHJKcjZIMGQzMG9mMS1iSXkxY21iVXlGWGVkMGhRbl8wTVpraGZHOW83NTQ2bFBYVXg3allnN001M1NKRXNBZlh5aTI5dGduZGh6MF9vTHNuN0VZcS1PTmpDM20tYW5BS2FsVEt5THpkbnlf?oc=5,2025-11-07 02:33:39,Negative
Google News,"Stock market today: Dow, S&P 500, Nasdaq fall as Nvidia leads AI trade lower, jobs jitters reignite - Yahoo Finance",https://news.google.com/rss/articles/CBMi3gFBVV95cUxPR01odEdkUkNMLUM4akVGaHdaV2ttYl83dDRQTTI5eDJBd1dFVTZEUUtjSDR2YUkyMlNhb2F4TWVjZnNNX1RXOElHYUM1b0ZsZjcyU0ozVTUtYjZhOGxHb184NHlmcTdXRGkyMFV5aExYajZLbUlvWGR2Z2dUd2Y4UGVGQzB1R053TEd0NFJ6Nzc5TzdNWms5VlhxODRYMnBnV2RBVUg0Z2hSUUZSUi12R1F5N2hJal9ZWU0zSzhmdVMwZFRYOGpYbzlpNFM3V2dsdnY5SnRFSmRtb2pLQ1E?oc=5,2025-11-06 21:03:16,Negative
Google News,Legendary investor Ray Dalio says the stock market is headed for one last hurrah before the bubble bursts - Business Insider,https://news.google.com/rss/articles/CBMipwFBVV95cUxPZ3NBMzVIMWFwQWFiWVQwd0VZTXhGUGpLRXNCZno2cVJBTFZORWhkVkxRYnBTSUJORzNWa2FCX21pZDIwMVNmN2RiS0pobkRtcmwxUFZZRlNEYWhENjlJWGU2Zjl4Q1QzeXRKTm85THRXWUhoZl9ocXFuNW45R1diZ3BRaUtsY2x0ZjNDN1lWQm0zOGh1X0w1bVZLa2ZWMEVGdEtPNTdMWQ?oc=5,2025-11-06 16:28:00,Positive
Google News,Trump’s undeniable stock market victory that no one saw coming - CNN,https://news.google.com/rss/articles/CBMiZEFVX3lxTE54R3FKUS1MelRQS0wzZEJSWS1iTUhOV1dZN3MyLXhNNDNDbHFRN3I1dDNGODlBVlJTd202QkVaM01hMDhpN2RtWTlERm9vMWhobWJEd0NpZm9SZ1RHNW5aRHhYdG8?oc=5,2025-11-04 11:30:01,Negative
